Time(ms),MotorID,Angle(deg),angle_smooth,delta_motor,cycle,L_cm,L_rel_cm,θ_total,∠ABC_smooth,∠BCD_smooth
158209,6,-5.8,1.934,-3.92,4,0.03375466773357033,-1.5310028198494259,26.48865262790601,22.10094975426984,4.387702873636169
158320,6,-9.67,-1.97,-3.904,4,-0.03438298626428829,-1.5991404738472845,26.267029724357926,22.05881660940548,4.208213114952446
158430,6,-13.89,-5.89,-3.92,4,-0.102799892942466,-1.6675573805254622,25.92189481759398,21.76629533430212,4.155599483291857
158542,6,-18.02,-9.879999999999999,-3.9899999999999993,4,-0.17243853009703974,-1.7371960176800358,26.02082220612166,21.66601897040508,4.354803235716582
158653,6,-22.15,-13.906,-4.026000000000002,4,-0.24270548578233148,-1.8074629733653276,26.122933668499634,21.76367845528229,4.359255213217347
158764,6,-26.2,-17.985999999999997,-4.0799999999999965,4,-0.3139149192637001,-1.8786724068466962,26.2942380380744,22.150882178464776,4.143355859609624
158875,6,-30.51,-22.154,-4.168000000000003,4,-0.3866602424868238,-1.95141773006982,26.297945309481534,22.14433100452596,4.153614304955575
158987,6,-34.55,-26.286,-4.1320000000000014,4,-0.45877724717922946,-2.0235347347622255,26.12983985863311,21.83921404831105,4.290625810322063
159097,6,-38.68,-30.418,-4.131999999999998,4,-0.5308942518716352,-2.0956517394546315,25.946689257377653,21.43473084332513,4.511958414052521
159210,6,-42.99,-34.586,-4.167999999999999,4,-0.6036395750947587,-2.168397062677755,26.18081714087407,21.77672929894743,4.404087841926638
159321,6,-47.38,-38.822,-4.236000000000004,4,-0.6775717222092387,-2.242329209792235,26.45434649064655,21.931515882989217,4.522830607657335
159433,6,-51.69,-43.05800000000001,-4.236000000000004,4,-0.7515038693237185,-2.3162613569067148,26.445150641829407,21.57781391611631,4.867336725713099
159545,6,-55.47,-47.242000000000004,-4.1839999999999975,4,-0.8245284452271613,-2.389285932810157,26.211811671689464,21.424540576628072,4.787271095061392
